Ordem do indicador,Indicador,Localidade,Região,Valor,Q1,Mediana,Q3,IQR,Fator IQR,Limite inferior de Tukey,Limite superior de Tukey,MAD,Escore robusto,Limite do escore robusto,Sinalizada por Tukey,Sinalizada por MAD,Sinalizada,Concordância,Direção,Magnitude do escore robusto
4,Mudança na urbanização (p.p.),Pernambuco,Nordeste,9.9752704156272,-2.48873092415807,2.6285995000229185,10.903047334250592,13.391778258408662,1.5,-22.57639831177106,30.990714721863583,5.441930063650336,0.9105692599281342,3.5,False,False,False,Não sinalizada,Não sinalizada,0.9105692599281342
4,Mudança na urbanização (p.p.),São Paulo,Sudeste,-2.8133305636274173,-2.48873092415807,2.6285995000229185,10.903047334250592,13.391778258408662,1.5,-22.57639831177106,30.990714721863583,5.441930063650336,-0.6744897501960817,3.5,False,False,False,Não sinalizada,Não sinalizada,0.6744897501960817
4,Mudança na urbanização (p.p.),Sergipe,Nordeste,-2.650792508288632,-2.48873092415807,2.6285995000229185,10.903047334250592,13.391778258408662,1.5,-22.57639831177106,30.990714721863583,5.441930063650336,-0.6543442777147105,3.5,False,False,False,Não sinalizada,Não sinalizada,0.6543442777147105
4,Mudança na urbanização (p.p.),Minas Gerais,Sudeste,-2.326669340027508,-2.48873092415807,2.6285995000229185,10.903047334250592,13.391778258408662,1.5,-22.57639831177106,30.990714721863583,5.441930063650336,-0.6141714434011133,3.5,False,False,False,Não sinalizada,Não sinalizada,0.6141714434011133
4,Mudança na urbanização (p.p.),Rio Grande do Sul,Sul,-2.254259432201877,-2.48873092415807,2.6285995000229185,10.903047334250592,13.391778258408662,1.5,-22.57639831177106,30.990714721863583,5.441930063650336,-0.6051967340480369,3.5,False,False,False,Não sinalizada,Não sinalizada,0.6051967340480369
4,Mudança na urbanização (p.p.),Roraima,Norte,7.451332104481962,-2.48873092415807,2.6285995000229185,10.903047334250592,13.391778258408662,1.5,-22.57639831177106,30.990714721863583,5.441930063650336,0.5977444898404501,3.5,False,False,False,Não sinalizada,Não sinalizada,0.5977444898404501
4,Mudança na urbanização (p.p.),Ceará,Nordeste,-2.0133778293374363,-2.48873092415807,2.6285995000229185,10.903047334250592,13.391778258408662,1.5,-22.57639831177106,30.990714721863583,5.441930063650336,-0.5753411184406056,3.5,False,False,False,Não sinalizada,Não sinalizada,0.5753411184406056
4,Mudança na urbanização (p.p.),Amapá,Norte,6.8738870488469495,-2.48873092415807,2.6285995000229185,10.903047334250592,13.391778258408662,1.5,-22.57639831177106,30.990714721863583,5.441930063650336,0.5261741523367068,3.5,False,False,False,Não sinalizada,Não sinalizada,0.5261741523367068
4,Mudança na urbanização (p.p.),Rio de Janeiro,Sudeste,-0.7704138066982864,-2.48873092415807,2.6285995000229185,10.903047334250592,13.391778258408662,1.5,-22.57639831177106,30.990714721863583,5.441930063650336,-0.42128428872636303,3.5,False,False,False,Não sinalizada,Não sinalizada,0.42128428872636303
4,Mudança na urbanização (p.p.),Tocantins,Norte,5.516708979177416,-2.48873092415807,2.6285995000229185,10.903047334250592,13.391778258408662,1.5,-22.57639831177106,30.990714721863583,5.441930063650336,0.35796127814019973,3.5,False,False,False,Não sinalizada,Não sinalizada,0.35796127814019973
4,Mudança na urbanização (p.p.),Mato Grosso,Centro-Oeste,5.167471972530152,-2.48873092415807,2.6285995000229185,10.903047334250592,13.391778258408662,1.5,-22.57639831177106,30.990714721863583,5.441930063650336,0.3146757565297413,3.5,False,False,False,Não sinalizada,Não sinalizada,0.3146757565297413
4,Mudança na urbanização (p.p.),Santa Catarina,Sul,5.014959602399742,-2.48873092415807,2.6285995000229185,10.903047334250592,13.391778258408662,1.5,-22.57639831177106,30.990714721863583,5.441930063650336,0.2957728986782254,3.5,False,False,False,Não sinalizada,Não sinalizada,0.2957728986782254
4,Mudança na urbanização (p.p.),Paraíba,Nordeste,1.5838283037051468,-2.48873092415807,2.6285995000229185,10.903047334250592,13.391778258408662,1.5,-22.57639831177106,30.990714721863583,5.441930063650336,-0.1294921939411594,3.5,False,False,False,Não sinalizada,Não sinalizada,0.1294921939411594
4,Mudança na urbanização (p.p.),Goiás,Centro-Oeste,1.964821402738892,-2.48873092415807,2.6285995000229185,10.903047334250592,13.391778258408662,1.5,-22.57639831177106,30.990714721863583,5.441930063650336,-0.08227072339889972,3.5,False,False,False,Não sinalizada,Não sinalizada,0.08227072339889972
4,Mudança na urbanização (p.p.),Maranhão,Nordeste,2.6285995000229185,-2.48873092415807,2.6285995000229185,10.903047334250592,13.391778258408662,1.5,-22.57639831177106,30.990714721863583,5.441930063650336,0.0,3.5,False,False,False,Não sinalizada,Não sinalizada,0.0
5,Presença em TI 2022 (%),Mato Grosso,Centro-Oeste,77.41277674960587,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,1.1548014753416602,3.5,False,False,False,Não sinalizada,Não sinalizada,1.1548014753416602
5,Presença em TI 2022 (%),Tocantins,Norte,75.97762573041003,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,1.117424930869991,3.5,False,False,False,Não sinalizada,Não sinalizada,1.117424930869991
5,Presença em TI 2022 (%),Roraima,Norte,73.46725641970758,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,1.0520457972967463,3.5,False,False,False,Não sinalizada,Não sinalizada,1.0520457972967463
5,Presença em TI 2022 (%),Maranhão,Nordeste,72.90522338452926,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,1.0374084159668986,3.5,False,False,False,Não sinalizada,Não sinalizada,1.0374084159668986
5,Presença em TI 2022 (%),Amapá,Norte,69.28710075877889,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,0.9431793631240234,3.5,False,False,False,Não sinalizada,Não sinalizada,0.9431793631240234
5,Presença em TI 2022 (%),Distrito Federal,Centro-Oeste,0.0,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,-0.8613083654737725,3.5,False,False,False,Não sinalizada,Não sinalizada,0.8613083654737725
5,Presença em TI 2022 (%),Rio Grande do Norte,Nordeste,0.0,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,-0.8613083654737725,3.5,False,False,False,Não sinalizada,Não sinalizada,0.8613083654737725
5,Presença em TI 2022 (%),Piauí,Nordeste,1.5828936406553733,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,-0.8200840665933463,3.5,False,False,False,Não sinalizada,Não sinalizada,0.8200840665933463
5,Presença em TI 2022 (%),Goiás,Centro-Oeste,1.7625659681303478,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,-0.8154047466831953,3.5,False,False,False,Não sinalizada,Não sinalizada,0.8154047466831953
5,Presença em TI 2022 (%),Paraíba,Nordeste,63.185136031851364,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,0.7842620415808471,3.5,False,False,False,Não sinalizada,Não sinalizada,0.7842620415808471
5,Presença em TI 2022 (%),Rio de Janeiro,Sudeste,3.2128986701188653,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,-0.7776328160574104,3.5,False,False,False,Não sinalizada,Não sinalizada,0.7776328160574104
5,Presença em TI 2022 (%),Acre,Norte,61.78772007319997,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,0.7478682551253838,3.5,False,False,False,Não sinalizada,Não sinalizada,0.7478682551253838
5,Presença em TI 2022 (%),Sergipe,Nordeste,6.985138004246284,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,-0.6793900044341461,3.5,False,False,False,Não sinalizada,Não sinalizada,0.6793900044341461
5,Presença em TI 2022 (%),Mato Grosso do Sul,Centro-Oeste,58.970198078458644,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,0.6744897501960817,3.5,False,False,False,Não sinalizada,Não sinalizada,0.6744897501960817
5,Presença em TI 2022 (%),Bahia,Nordeste,7.501209450713249,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,-0.6659496297896441,3.5,False,False,False,Não sinalizada,Não sinalizada,0.6659496297896441
5,Presença em TI 2022 (%),São Paulo,Sudeste,7.552728127089696,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,-0.6646078963602348,3.5,False,False,False,Não sinalizada,Não sinalizada,0.6646078963602348
5,Presença em TI 2022 (%),Rondônia,Norte,54.50203348150951,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,0.558122517388635,3.5,False,False,False,Não sinalizada,Não sinalizada,0.558122517388635
5,Presença em TI 2022 (%),Pará,Norte,51.64114596196592,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,0.48361461670611305,3.5,False,False,False,Não sinalizada,Não sinalizada,0.48361461670611305
5,Presença em TI 2022 (%),Santa Catarina,Sul,49.56597620906628,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,0.4295696601000991,3.5,False,False,False,Não sinalizada,Não sinalizada,0.4295696601000991
5,Presença em TI 2022 (%),Ceará,Nordeste,18.66352089689917,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,-0.37524250239007356,3.5,False,False,False,Não sinalizada,Não sinalizada,0.37524250239007356
5,Presença em TI 2022 (%),Paraná,Sul,45.601654303157616,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,0.3263243207355822,3.5,False,False,False,Não sinalizada,Não sinalizada,0.3263243207355822
5,Presença em TI 2022 (%),Rio Grande do Sul,Sul,43.55437371890754,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,0.2730056993642339,3.5,False,False,False,Não sinalizada,Não sinalizada,0.2730056993642339
5,Presença em TI 2022 (%),Alagoas,Nordeste,25.93586005830904,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,-0.1858443802107068,3.5,False,False,False,Não sinalizada,Não sinalizada,0.1858443802107068
5,Presença em TI 2022 (%),Amazonas,Norte,30.366545469359487,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,-0.07045324151444943,3.5,False,False,False,Não sinalizada,Não sinalizada,0.07045324151444943
5,Presença em TI 2022 (%),Pernambuco,Nordeste,32.175609024248445,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,-0.02333865670283114,3.5,False,False,False,Não sinalizada,Não sinalizada,0.02333865670283114
5,Presença em TI 2022 (%),Espírito Santo,Sudeste,32.35947258848022,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,-0.01855018176652838,3.5,False,False,False,Não sinalizada,Não sinalizada,0.01855018176652838
5,Presença em TI 2022 (%),Minas Gerais,Sudeste,33.0717458241369,7.526968788901472,33.0717458241369,60.37895907582931,52.85199028692784,1.5,-71.75101664149028,139.65694450622107,25.898452254321747,0.0,3.5,False,False,False,Não sinalizada,Não sinalizada,0.0
6,Mudança na presença em TI (p.p.),Amazonas,Norte,-40.2160803793496,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,-4.107014271443384,3.5,True,True,True,Ambos os critérios,Inferior,4.107014271443384
6,Mudança na presença em TI (p.p.),Bahia,Nordeste,-20.471179105507638,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,-1.8142623105973625,3.5,False,False,False,Não sinalizada,Não sinalizada,1.8142623105973625
6,Mudança na presença em TI (p.p.),Mato Grosso do Sul,Centro-Oeste,-20.42999666350824,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,-1.8094802596092607,3.5,False,False,False,Não sinalizada,Não sinalizada,1.8094802596092607
6,Mudança na presença em TI (p.p.),Pernambuco,Nordeste,-20.018833143142317,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,-1.761736492523618,3.5,False,False,False,Não sinalizada,Não sinalizada,1.761736492523618
6,Mudança na presença em TI (p.p.),Pará,Norte,-18.288760123904012,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,-1.5608426894981045,3.5,False,False,False,Não sinalizada,Não sinalizada,1.5608426894981045
6,Mudança na presença em TI (p.p.),Rondônia,Norte,-15.98588331261714,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,-1.293435663682298,3.5,False,False,False,Não sinalizada,Não sinalizada,1.293435663682298
6,Mudança na presença em TI (p.p.),Ceará,Nordeste,4.226645987492008,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,1.0536166483936908,3.5,False,False,False,Não sinalizada,Não sinalizada,1.0536166483936908
6,Mudança na presença em TI (p.p.),Acre,Norte,-13.920551630065482,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,-1.0536120657167287,3.5,False,False,False,Não sinalizada,Não sinalizada,1.0536120657167287
6,Mudança na presença em TI (p.p.),Alagoas,Nordeste,-12.539371664728222,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,-0.8932312651298203,3.5,False,False,False,Não sinalizada,Não sinalizada,0.8932312651298203
6,Mudança na presença em TI (p.p.),Minas Gerais,Sudeste,2.506982746825283,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,0.8539316151615003,3.5,False,False,False,Não sinalizada,Não sinalizada,0.8539316151615003
6,Mudança na presença em TI (p.p.),Piauí,Nordeste,1.5828936406553733,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,0.7466276038229189,3.5,False,False,False,Não sinalizada,Não sinalizada,0.7466276038229189
6,Mudança na presença em TI (p.p.),Amapá,Norte,-11.079921235553854,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,-0.7237618012495379,3.5,False,False,False,Não sinalizada,Não sinalizada,0.7237618012495379
6,Mudança na presença em TI (p.p.),Espírito Santo,Sudeste,1.008403209241827,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,0.6799185306883945,3.5,False,False,False,Não sinalizada,Não sinalizada,0.6799185306883945
6,Mudança na presença em TI (p.p.),São Paulo,Sudeste,0.9616512113420965,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,0.6744897501960817,3.5,False,False,False,Não sinalizada,Não sinalizada,0.6744897501960817
6,Mudança na presença em TI (p.p.),Sergipe,Nordeste,0.9326576365006414,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,0.6711230544275013,3.5,False,False,False,Não sinalizada,Não sinalizada,0.6711230544275013
6,Mudança na presença em TI (p.p.),Paraná,Sul,0.6677335983117985,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,0.6403604236293718,3.5,False,False,False,Não sinalizada,Não sinalizada,0.6403604236293718
6,Mudança na presença em TI (p.p.),Rio Grande do Sul,Sul,-10.167575635523214,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,-0.6178214303948768,3.5,False,False,False,Não sinalizada,Não sinalizada,0.6178214303948768
6,Mudança na presença em TI (p.p.),Rio de Janeiro,Sudeste,0.38164159197617,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,0.6071397962172017,3.5,False,False,False,Não sinalizada,Não sinalizada,0.6071397962172017
6,Mudança na presença em TI (p.p.),Paraíba,Nordeste,-9.873203623940675,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,-0.5836393396660571,3.5,False,False,False,Não sinalizada,Não sinalizada,0.5836393396660571
6,Mudança na presença em TI (p.p.),Distrito Federal,Centro-Oeste,0.0,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,0.5628240766191012,3.5,False,False,False,Não sinalizada,Não sinalizada,0.5628240766191012
6,Mudança na presença em TI (p.p.),Rio Grande do Norte,Nordeste,0.0,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,0.5628240766191012,3.5,False,False,False,Não sinalizada,Não sinalizada,0.5628240766191012
6,Mudança na presença em TI (p.p.),Roraima,Norte,-9.693217096976369,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,-0.5627395409332078,3.5,False,False,False,Não sinalizada,Não sinalizada,0.5627395409332078
6,Mudança na presença em TI (p.p.),Santa Catarina,Sul,-1.095639120643277,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,0.43559990327960624,3.5,False,False,False,Não sinalizada,Não sinalizada,0.43559990327960624
6,Mudança na presença em TI (p.p.),Goiás,Centro-Oeste,-2.152149166437985,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,0.3129193466359314,3.5,False,False,False,Não sinalizada,Não sinalizada,0.3129193466359314
6,Mudança na presença em TI (p.p.),Maranhão,Nordeste,-3.3766132923526158,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,0.17073618315789404,3.5,False,False,False,Não sinalizada,Não sinalizada,0.17073618315789404
6,Mudança na presença em TI (p.p.),Tocantins,Norte,-5.90366057076578,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,-0.12270122239693297,3.5,False,False,False,Não sinalizada,Não sinalizada,0.12270122239693297
6,Mudança na presença em TI (p.p.),Mato Grosso,Centro-Oeste,-4.846972554015295,-13.229961647396852,-4.846972554015295,0.5246875951439842,13.754649242540836,1.5,-33.8619355112081,21.156661458955238,5.8086237653573916,0.0,3.5,False,False,False,Não sinalizada,Não sinalizada,0.0
