Total de UFs,Spearman entre rankings (ρ),UFs na mesma posição,Mediana da mudança absoluta,Média da mudança absoluta,Máxima mudança absoluta,UFs com maior mudança,UFs que mais subiram,Posições da maior subida,UFs que mais desceram,Posições da maior queda,Interseção Top 5,Retenção Top 5 (%),Interseção Top 10,Retenção Top 10 (%)
27,0.967032967032967,4,2.0,1.6296296296296295,5,Ceará,Ceará,5,Rio de Janeiro,3,5,100.0,9,90.0
