Indicador,Total de UFs,População total,Gini,HHI,Número efetivo de UFs,CR3 (%),CR5 (%),UFs para alcançar 50%
Indígenas 2022 Total,27,1694836,0.5841981608097031,0.12405196661527751,8.061137822194315,49.3762818349386,61.431371530932786,4
