Componente,Autovalor,Variância explicada (%),Variância acumulada (%),Componente retido
PC1,2.2580665948409933,49.47296136340954,49.47296136340954,True
PC2,1.0999353740850923,24.09896164651915,73.5719230099287,True
PC3,0.83482510981919,18.29054576939846,91.86246877932716,True
PC4,0.26104828947057823,5.719420307828208,97.58188908715536,False
PC5,0.09381690763671749,2.0554753599163536,99.63736444707172,False
PC6,0.01655157091070579,0.3626355529282972,100.00000000000003,False
