Ordem da relação,Relação,Variável X,Variável Y,UF retirada hipoteticamente,Região,N completo,N sem UF,Spearman completo (ρ),Spearman sem UF (ρ),Variação de ρ,Variação absoluta de ρ,Rank de influência na relação
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Piauí,Nordeste,27,26,-0.8319340655620092,-0.8811762823263957,-0.04924221676438645,0.04924221676438645,2
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Paraíba,Nordeste,27,26,-0.8319340655620092,-0.8647632200246235,-0.03282915446261425,0.03282915446261425,3
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Amapá,Norte,27,26,-0.8319340655620092,-0.8117627063418175,0.020171359220191754,0.020171359220191754,4
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Mato Grosso,Centro-Oeste,27,26,-0.8319340655620092,-0.8117627063418175,0.020171359220191754,0.020171359220191754,5
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Roraima,Norte,27,26,-0.8319340655620092,-0.8131304615336318,0.01880360402837744,0.01880360402837744,6
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Tocantins,Norte,27,26,-0.8319340655620092,-0.8131304615336318,0.01880360402837744,0.01880360402837744,7
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Maranhão,Nordeste,27,26,-0.8319340655620092,-0.8138143391295389,0.018119726432470284,0.018119726432470284,8
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Acre,Norte,27,26,-0.8319340655620092,-0.8186014823008891,0.013332583261120079,0.013332583261120079,9
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Mato Grosso do Sul,Centro-Oeste,27,26,-0.8319340655620092,-0.8199692374927036,0.011964828069305655,0.011964828069305655,10
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Rondônia,Norte,27,26,-0.8319340655620092,-0.8199692374927036,0.011964828069305655,0.011964828069305655,11
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Pará,Norte,27,26,-0.8319340655620092,-0.8206531150886106,0.01128095047339861,0.01128095047339861,12
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Distrito Federal,Centro-Oeste,27,26,-0.8319340655620092,-0.8208547008547009,0.011079364707308303,0.011079364707308303,13
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Paraná,Sul,27,26,-0.8319340655620092,-0.8213369926845179,0.010597072877491343,0.010597072877491343,14
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Rio Grande do Sul,Sul,27,26,-0.8319340655620092,-0.8213369926845179,0.010597072877491343,0.010597072877491343,15
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Pernambuco,Nordeste,27,26,-0.8319340655620092,-0.8401436265719652,-0.008209561009955957,0.008209561009955957,16
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Alagoas,Nordeste,27,26,-0.8319340655620092,-0.8360403609965221,-0.004106295434512908,0.004106295434512908,17
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Espírito Santo,Sudeste,27,26,-0.8319340655620092,-0.8346726058047078,-0.002738540242698595,0.002738540242698595,18
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Minas Gerais,Sudeste,27,26,-0.8319340655620092,-0.8346726058047078,-0.002738540242698595,0.002738540242698595,19
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Amazonas,Norte,27,26,-0.8319340655620092,-0.8333048506128934,-0.0013707850508841712,0.0013707850508841712,20
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Bahia,Nordeste,27,26,-0.8319340655620092,-0.8312532178251719,0.0006808477368372978,0.0006808477368372978,21
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Ceará,Nordeste,27,26,-0.8319340655620092,-0.8312532178251719,0.0006808477368372978,0.0006808477368372978,22
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Santa Catarina,Sul,27,26,-0.8319340655620092,-0.8312532178251719,0.0006808477368372978,0.0006808477368372978,23
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Sergipe,Nordeste,27,26,-0.8319340655620092,-0.8312532178251719,0.0006808477368372978,0.0006808477368372978,24
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Goiás,Centro-Oeste,27,26,-0.8319340655620092,-0.8322790342190326,-0.0003449686570233812,0.0003449686570233812,25
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),Rio de Janeiro,Sudeste,27,26,-0.8319340655620092,-0.8322790342190326,-0.0003449686570233812,0.0003449686570233812,26
6,Urbanização × presença em TI em 2022,Urbanização 2022 (%),Presença em TI 2022 (%),São Paulo,Sudeste,27,26,-0.8319340655620092,-0.8319370954210791,-3.0298590698585315e-06,3.0298590698585315e-06,27
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Piauí,Nordeste,25,24,-0.17563956155469798,-0.27728446402841267,-0.10164490247371469,0.10164490247371469,1
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Alagoas,Nordeste,25,24,-0.17563956155469798,-0.08306551832777442,0.09257404322692356,0.09257404322692356,2
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Ceará,Nordeste,25,24,-0.17563956155469798,-0.08306551832777442,0.09257404322692356,0.09257404322692356,3
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Goiás,Centro-Oeste,25,24,-0.17563956155469798,-0.26616692969544914,-0.09052736814075116,0.09052736814075116,4
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Paraíba,Nordeste,25,24,-0.17563956155469798,-0.2634873968461661,-0.08784783529146814,0.08784783529146814,5
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Rio de Janeiro,Sudeste,25,24,-0.17563956155469798,-0.1071930356148177,0.06844652593988028,0.06844652593988028,6
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Santa Catarina,Sul,25,24,-0.17563956155469798,-0.21882851602478204,-0.04318895447008406,0.04318895447008406,7
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Acre,Norte,25,24,-0.17563956155469798,-0.2072989283790689,-0.03165936682437093,0.03165936682437093,8
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Paraná,Sul,25,24,-0.17563956155469798,-0.2072989283790689,-0.03165936682437093,0.03165936682437093,9
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Pernambuco,Nordeste,25,24,-0.17563956155469798,-0.14469477386128446,0.030944787693413522,0.030944787693413522,10
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Espírito Santo,Sudeste,25,24,-0.17563956155469798,-0.14971589271821645,0.025923668836481534,0.025923668836481534,11
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Sergipe,Nordeste,25,24,-0.17563956155469798,-0.14971589271821645,0.025923668836481534,0.025923668836481534,12
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Tocantins,Norte,25,24,-0.17563956155469798,-0.14971589271821645,0.025923668836481534,0.025923668836481534,13
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Rio Grande do Sul,Sul,25,24,-0.17563956155469798,-0.15005383955985052,0.02558572199484746,0.02558572199484746,14
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Rondônia,Norte,25,24,-0.17563956155469798,-0.1563600891406225,0.019279472414075488,0.019279472414075488,15
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),São Paulo,Sudeste,25,24,-0.17563956155469798,-0.157199260491272,0.01844030106342598,0.01844030106342598,16
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Maranhão,Nordeste,25,24,-0.17563956155469798,-0.16345150380626577,0.012188057748432207,0.012188057748432207,17
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Bahia,Nordeste,25,24,-0.17563956155469798,-0.18578094421695782,-0.010141382662259835,0.010141382662259835,18
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Minas Gerais,Sudeste,25,24,-0.17563956155469798,-0.18578094421695782,-0.010141382662259835,0.010141382662259835,19
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Amapá,Norte,25,24,-0.17563956155469798,-0.1820509819739259,-0.006411420419227931,0.006411420419227931,20
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Amazonas,Norte,25,24,-0.17563956155469798,-0.18131505613481938,-0.0056754945801213985,0.0056754945801213985,21
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Pará,Norte,25,24,-0.17563956155469798,-0.18131505613481938,-0.0056754945801213985,0.0056754945801213985,22
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Mato Grosso,Centro-Oeste,25,24,-0.17563956155469798,-0.17863552328553636,-0.0029959617308383812,0.0029959617308383812,23
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Roraima,Norte,25,24,-0.17563956155469798,-0.17863552328553636,-0.0029959617308383812,0.0029959617308383812,24
7,Urbanização em TI × fora de TI em 2022,TI urbano (%),Fora TI urbano (%),Mato Grosso do Sul,Centro-Oeste,25,24,-0.17563956155469798,-0.17684916805268097,-0.0012096064979829901,0.0012096064979829901,25
